Rf_ohm,Cpd_F,Cf_F,A0,ft_Hz,fc_ideal_Hz,gbw_margin_index,bandwidth_Hz,peaking_dB,peaking_frequency_Hz,classification,classification_code
100000,5e-12,2.15443469003189e-12,100000,1000000,738731.806669618,0.407634761163705,568828.592886895,0.691993615092651,293637.257218679,Safe,1
100000,5e-12,2.42446201708233e-12,100000,1000000,656454.677245994,0.497445661863553,541180.588046548,0.461544894107871,260800.856223941,Safe,1
100000,5e-12,2.72833337648677e-12,100000,1000000,583341.260505476,0.60518602710257,511348.282704728,0.260650151772355,224869.901921166,Safe,1
100000,5e-12,3.07029062975785e-12,100000,1000000,518370.93710066,0.733921596937098,479378.390294675,0.104138645612053,172207.278017098,Safe,1
100000,5e-12,3.45510729459222e-12,100000,1000000,460636.760372095,0.887122965319636,445629.353120297,0.0125205657287545,100993.133102224,Safe,1
100000,5e-12,3.88815518030809e-12,100000,1000000,409332.7959181,1.06869904032475,410311.078298017,1.40143782058126e-10,10,Safe,1
100000,5e-12,4.37547937507418e-12,100000,1000000,363742.871234988,1.28303253010314,374267.356564566,4.65257144120571e-10,10,Safe,1
100000,5e-12,4.92388263170673e-12,100000,1000000,323230.578379421,1.53501856973562,338246.671368197,8.76974827278752e-10,10,Safe,1
100000,5e-12,5.5410203300095e-12,100000,1000000,287230.390096083,1.83010793734503,303254.450886936,1.39836161586169e-09,10,Safe,1
100000,5e-12,6.23550734127393e-12,100000,1000000,255239.765397148,2.17435659635963,270107.758794146,2.0586404893892e-09,10,Safe,1
100000,5e-12,7.01703828670384e-12,100000,1000000,226812.134392181,2.57448351812671,239527.250736047,2.89479726346953e-09,10,Safe,1
100000,5e-12,7.89652286849973e-12,100000,1000000,201550.664440909,3.03793886995685,211851.035787189,3.95369439559532e-09,10,Safe,1
100000,5e-12,8.88623816274341e-12,100000,1000000,179102.72060811,3.57298469777671,187113.255660744,5.29465731139149e-09,10,Safe,1
100000,5e-12,1e-11,100000,1000000,159154.943091895,4.18879020478639,165226.474371901,6.99282640686107e-09,10,Safe,1
100000,5e-12,1e-13,100000,10000000,15915494.3091895,0.0123199711905482,2704671.49186386,10.9058121669258,1739175.25499524,Risky,3
100000,5e-12,1.12533558260076e-13,100000,10000000,14142887.2909246,0.0155635189648356,2697542.10408357,10.5070849079403,1739175.25499524,Risky,3
100000,5e-12,1.2663801734674e-13,100000,10000000,12567706.4775993,0.0196551073305578,2689311.43681361,10.0777437264929,1739175.25499524,Risky,3
100000,5e-12,1.425102670303e-13,100000,10000000,11167963.29194,0.0248140131825731,2679789.56741116,9.63867374206702,1688370.71695505,Risky,3
100000,5e-12,1.60371874375133e-13,100000,10000000,9924118.16049547,0.0313152064421146,2668750.99730941,9.18403007259202,1688370.71695505,Risky,3
100000,5e-12,1.80472176682717e-13,100000,10000000,8818807.75293698,0.0395030870369932,2655928.25098345,8.69507409154672,1688370.71695505,Risky,3
100000,5e-12,2.03091762090474e-13,100000,10000000,7836602.60040457,0.0498084467306008,2641004.81550271,8.17157025271566,1688370.71695505,Risky,3
100000,5e-12,2.28546386413499e-13,100000,10000000,6963791.70939693,0.0627693484947249,2623838.75557983,7.6136242244668,1688370.71695505,Risky,3
100000,5e-12,2.57191380905935e-13,100000,10000000,6188191.16454391,0.0790567399899735,2603908.77934083,7.06483002991381,1639050.27379149,Risky,3
100000,5e-12,2.89426612471675e-13,100000,10000000,5498974.04847217,0.0995057541363733,2580507.21153037,6.47918665604034,1639050.27379149,Risky,3
100000,5e-12,3.25702065565978e-13,100000,10000000,4886519.3045469,0.125153796073086,2553074.9979519,5.87759227704246,1591170.57233791,Risky,3
100000,5e-12,3.66524123707963e-13,100000,10000000,4342277.4327047,0.157286667378812,2521123.18070325,5.26274657135516,1591170.57233791,Risky,3
100000,5e-12,4.12462638290135e-13,100000,10000000,3858651.143572,0.197494128076292,2483453.42254346,4.6420139560965,1544689.5258542,Risky,3
100000,5e-12,4.64158883361277e-13,100000,10000000,3428889.3048723,0.247736434438363,2439227.37901384,4.0127930517036,1499566.27703202,Risky,3
100000,5e-12,5.22334507426683e-13,100000,10000000,3046992.6996779,0.310423502255705,2387097.08603906,3.38500639956016,1455761.16208088,Risky,3
100000,5e-12,5.87801607227492e-13,100000,10000000,2707630.28094782,0.3885084137567,2325672.74082415,2.76330282898131,1413235.67586324,Marginal,2
100000,5e-12,6.61474064123016e-13,100000,10000000,2406064.75331581,0.485596991348085,2253183.77359404,2.16224299086327,1331875.1602534,Marginal,2
100000,5e-12,7.4438030132517e-13,100000,10000000,2138086.44329468,0.606075080305313,2167738.55862554,1.58704385654372,1255198.60048572,Marginal,2
100000,5e-12,8.37677640068292e-13,100000,10000000,1899954.53476495,0.755254993189695,2067475.81216089,1.05857586855813,1114834.24425933,Marginal,2
100000,5e-12,9.42668455117885e-13,100000,10000000,1688344.84943057,0.93954225247352,1950207.88277348,0.595866998323807,990166.330405668,Safe,1
100000,5e-12,1.06081835513945e-12,100000,10000000,1500303.44328812,1.16662331453107,1814458.59483358,0.232737986388183,781095.008781584,Safe,1
100000,5e-12,1.19377664171444e-12,100000,10000000,1333205.37134422,1.44567437239578,1660938.98995042,0.0222551891961184,431711.01831323,Safe,1
100000,5e-12,1.3433993325989e-12,100000,10000000,1184718.04496135,1.78759064254431,1493126.50410952,1.92672627817133e-11,10,Safe,1
100000,5e-12,1.51177507061566e-12,100000,10000000,1052768.67032263,2.20523479627271,1318411.15030029,5.80795146553772e-11,10,Safe,1
100000,5e-12,1.70125427985259e-12,100000,10000000,935515.313476162,2.71370248470677,1148443.55523164,1.0723128562513e-10,10,Safe,1
100000,5e-12,1.91448197616996e-12,100000,10000000,831321.18804427,3.33060234554894,992657.501497405,1.69474766280288e-10,10,Safe,1
100000,5e-12,2.15443469003189e-12,100000,10000000,738731.806669618,4.07634761163705,856652.953105253,2.48296964739525e-10,10,Safe,1
100000,5e-12,2.42446201708233e-12,100000,10000000,656454.677245994,4.97445661863553,740820.856124186,3.48118358108894e-10,10,Safe,1
100000,5e-12,2.72833337648677e-12,100000,10000000,583341.260505476,6.0518602710257,643011.137723454,4.74528188383512e-10,10,Safe,1
100000,5e-12,3.07029062975785e-12,100000,10000000,518370.93710066,7.33921596937097,560370.971949544,6.34610405131003e-10,10,Safe,1
100000,5e-12,3.45510729459222e-12,100000,10000000,460636.760372095,8.87122965319636,490099.280493058,8.37335182442524e-10,10,Safe,1
100000,5e-12,3.88815518030809e-12,100000,10000000,409332.7959181,10.6869904032475,429999.739773711,1.09406229786966e-09,10,Safe,1
100000,5e-12,4.37547937507418e-12,100000,10000000,363742.871234988,12.8303253010314,378203.771313398,1.4191756598964e-09,10,Safe,1
100000,5e-12,4.92388263170673e-12,100000,10000000,323230.578379421,15.3501856973562,333368.241991502,1.83089141435444e-09,10,Safe,1
100000,5e-12,5.5410203300095e-12,100000,10000000,287230.390096083,18.3010793734503,294350.571522347,2.35228398884491e-09,10,Safe,1
100000,5e-12,6.23550734127393e-12,100000,10000000,255239.765397148,21.7435659635963,260233.172332977,3.01255707633511e-09,10,Safe,1
100000,5e-12,7.01703828670384e-12,100000,10000000,226812.134392181,25.7448351812671,230305.158325782,3.84871770763348e-09,10,Safe,1
100000,5e-12,7.89652286849973e-12,100000,10000000,201550.664440909,30.3793886995685,203994.736860298,4.9076109823331e-09,10,Safe,1
100000,5e-12,8.88623816274341e-12,100000,10000000,179102.72060811,35.7298469777671,180812.814785753,6.24857582663694e-09,10,Safe,1
100000,5e-12,1e-11,100000,10000000,159154.943091895,41.8879020478639,160351.140154763,7.94674106461016e-09,10,Safe,1
100000,5e-12,1e-13,100000,100000000,15915494.3091895,0.123199711905482,8424705.1429956,7.99022849800195,5365543.66971215,Risky,3
100000,5e-12,1.12533558260076e-13,100000,100000000,14142887.2909246,0.155635189648356,8356183.70725716,7.13714280518043,5365543.66971215,Risky,3
100000,5e-12,1.2663801734674e-13,100000,100000000,12567706.4775993,0.196551073305578,8273054.46644652,6.31325411684978,5208806.17779395,Risky,3
100000,5e-12,1.425102670303e-13,100000,100000000,11167963.29194,0.248140131825731,8170333.14447822,5.47093001841915,5056647.2790035,Risky,3
100000,5e-12,1.60371874375133e-13,100000,100000000,9924118.16049547,0.313152064421146,8044203.80698907,4.64566725514586,5056647.2790035,Risky,3
100000,5e-12,1.80472176682717e-13,100000,100000000,8818807.75293698,0.395030870369932,7888777.49254128,3.83423218808209,4908933.22413522,Risky,3
100000,5e-12,2.03091762090474e-13,100000,100000000,7836602.60040457,0.498084467306008,7696921.93387143,3.04832477009366,4626324.0705233,Risky,3
100000,5e-12,2.28546386413499e-13,100000,100000000,6963791.70939693,0.627693484947249,7460188.16238961,2.29384472122516,4359984.83342044,Marginal,2
100000,5e-12,2.57191380905935e-13,100000,100000000,6188191.16454391,0.790567399899735,7167800.52804568,1.59284996221045,4108978.84754235,Marginal,2
100000,5e-12,2.89426612471675e-13,100000,100000000,5498974.04847217,0.995057541363733,6809339.02128735,0.963457981649523,3649486.48477207,Safe,1
100000,5e-12,3.25702065565978e-13,100000,100000000,4886519.3045469,1.25153796073086,6371403.19042476,0.442891566824942,3054770.16810753,Safe,1
100000,5e-12,3.66524123707963e-13,100000,100000000,4342277.4327047,1.57286667378812,5849270.69360242,0.090415195741225,2077765.6708908,Safe,1
100000,5e-12,4.12462638290135e-13,100000,100000000,3858651.143572,1.97494128076292,5247482.36080513,9.10325128426255e-13,10,Safe,1
100000,5e-12,4.64158883361277e-13,100000,100000000,3428889.3048723,2.47736434438363,4598653.11386986,4.56898353652827e-12,10,Safe,1
100000,5e-12,5.22334507426683e-13,100000,100000000,3046992.6996779,3.10423502255705,3956795.56726924,9.20161268584659e-12,10,Safe,1
100000,5e-12,5.87801607227492e-13,100000,100000000,2707630.28094782,3.885084137567,3375452.2415971,1.50685809923486e-11,10,Safe,1
100000,5e-12,6.61474064123016e-13,100000,100000000,2406064.75331581,4.85596991348085,2880363.21606531,2.25016171045253e-11,10,Safe,1
100000,5e-12,7.4438030132517e-13,100000,100000000,2138086.44329468,6.06075080305313,2469196.51226757,3.19095958681897e-11,10,Safe,1
100000,5e-12,8.37677640068292e-13,100000,100000000,1899954.53476495,7.55254993189695,2129799.91580774,4.38286833547363e-11,10,Safe,1
100000,5e-12,9.42668455117885e-13,100000,100000000,1688344.84943057,9.3954225247352,1847761.40410871,5.89184795512729e-11,10,Safe,1
100000,5e-12,1.06081835513945e-12,100000,100000000,1500303.44328812,11.6662331453107,1610759.69752669,7.80295212832753e-11,10,Safe,1
100000,5e-12,1.19377664171444e-12,100000,100000000,1333205.37134422,14.4567437239578,1410035.41574391,1.02232212038579e-10,10,Safe,1
100000,5e-12,1.3433993325989e-12,100000,100000000,1184718.04496135,17.8759064254431,1238084.96073543,1.32882396235093e-10,10,Safe,1
100000,5e-12,1.51177507061566e-12,100000,100000000,1052768.67032263,22.0523479627271,1089974.88459271,1.71692719453317e-10,10,Safe,1
100000,5e-12,1.70125427985259e-12,100000,100000000,935515.313476162,27.1370248470677,961540.232551496,2.20840633112561e-10,10,Safe,1
100000,5e-12,1.91448197616996e-12,100000,100000000,831321.18804427,33.3060234554894,849455.277648817,2.83084113766904e-10,10,Safe,1
100000,5e-12,2.15443469003189e-12,100000,100000000,738731.806669618,40.7634761163705,751379.93348104,3.61908240880043e-10,10,Safe,1
100000,5e-12,2.42446201708233e-12,100000,100000000,656454.677245994,49.7445661863553,665284.57124529,4.61729634248107e-10,10,Safe,1
100000,5e-12,2.72833337648677e-12,100000,100000000,583341.260505476,60.518602710257,589509.014556894,5.88141393176005e-10,10,Safe,1
100000,5e-12,3.07029062975785e-12,100000,100000000,518370.93710066,73.3921596937098,522680.123995759,7.48223609921402e-10,10,Safe,1
100000,5e-12,3.45510729459222e-12,100000,100000000,460636.760372095,88.7122965319636,463647.113628452,9.50950315885204e-10,10,Safe,1
100000,5e-12,3.88815518030809e-12,100000,100000000,409332.7959181,106.869904032475,411434.853429444,1.20767550265405e-09,10,Safe,1
100000,5e-12,4.37547937507418e-12,100000,100000000,363742.871234988,128.303253010314,365209.473747432,1.53278886467654e-09,10,Safe,1
100000,5e-12,4.92388263170673e-12,100000,100000000,323230.578379421,153.501856973562,324252.529583733,1.94450654778412e-09,10,Safe,1
100000,5e-12,5.5410203300095e-12,100000,100000000,287230.390096083,183.010793734503,287941.222027839,2.46589526495791e-09,10,Safe,1
100000,5e-12,6.23550734127393e-12,100000,100000000,255239.765397148,217.435659635963,255732.97803392,3.1261702810944e-09,10,Safe,1
100000,5e-12,7.01703828670384e-12,100000,100000000,226812.134392181,257.448351812671,227153.218841016,3.9623289837269e-09,10,Safe,1
100000,5e-12,7.89652286849973e-12,100000,100000000,201550.664440909,303.793886995685,201785.500529501,5.02122611572254e-09,10,Safe,1
100000,5e-12,8.88623816274341e-12,100000,100000000,179102.72060811,357.298469777671,179263.449036019,6.36218710269897e-09,10,Safe,1
100000,5e-12,1e-11,100000,100000000,159154.943091895,418.879020478639,159264.075400712,8.06035426930491e-09,10,Safe,1
